geoID,geoDisplayLabel,foodAssistPercent
1400000US55079017500,"Census Tract 175, Milwaukee County, Wisconsin",58.1
1400000US55079017600,"Census Tract 176, Milwaukee County, Wisconsin",50.1
1400000US55079017900,"Census Tract 179, Milwaukee County, Wisconsin",23
1400000US55079018000,"Census Tract 180, Milwaukee County, Wisconsin",18.4
1400000US55079018100,"Census Tract 181, Milwaukee County, Wisconsin",3.9
1400000US55079018200,"Census Tract 182, Milwaukee County, Wisconsin",4.7
1400000US55079018300,"Census Tract 183, Milwaukee County, Wisconsin",6.9
1400000US55079018400,"Census Tract 184, Milwaukee County, Wisconsin",8
1400000US55079018500,"Census Tract 185, Milwaukee County, Wisconsin",18.6
1400000US55079018600,"Census Tract 186, Milwaukee County, Wisconsin",53.3
1400000US55079018700,"Census Tract 187, Milwaukee County, Wisconsin",51.6
1400000US55079018800,"Census Tract 188, Milwaukee County, Wisconsin",46.4
1400000US55079018900,"Census Tract 189, Milwaukee County, Wisconsin",32.6
1400000US55079019000,"Census Tract 190, Milwaukee County, Wisconsin",17.2
1400000US55079019100,"Census Tract 191, Milwaukee County, Wisconsin",21.6
1400000US55079019200,"Census Tract 192, Milwaukee County, Wisconsin",11.6
1400000US55079019300,"Census Tract 193, Milwaukee County, Wisconsin",6.1
1400000US55079019400,"Census Tract 194, Milwaukee County, Wisconsin",15.4
1400000US55079019500,"Census Tract 195, Milwaukee County, Wisconsin",17.1
1400000US55079019600,"Census Tract 196, Milwaukee County, Wisconsin",17.6
1400000US55079019700,"Census Tract 197, Milwaukee County, Wisconsin",12.1
1400000US55079019800,"Census Tract 198, Milwaukee County, Wisconsin",15.9
1400000US55079019900,"Census Tract 199, Milwaukee County, Wisconsin",16.1
1400000US55079020000,"Census Tract 200, Milwaukee County, Wisconsin",39.7
1400000US55079020100,"Census Tract 201, Milwaukee County, Wisconsin",18.7
1400000US55079020200,"Census Tract 202, Milwaukee County, Wisconsin",19.1
1400000US55079020300,"Census Tract 203, Milwaukee County, Wisconsin",23.4
1400000US55079020400,"Census Tract 204, Milwaukee County, Wisconsin",38.5
1400000US55079020500,"Census Tract 205, Milwaukee County, Wisconsin",38
1400000US55079020600,"Census Tract 206, Milwaukee County, Wisconsin",14.4
1400000US55079020700,"Census Tract 207, Milwaukee County, Wisconsin",6.1
1400000US55079020800,"Census Tract 208, Milwaukee County, Wisconsin",8.8
1400000US55079020900,"Census Tract 209, Milwaukee County, Wisconsin",8.3
1400000US55079021000,"Census Tract 210, Milwaukee County, Wisconsin",11.9
1400000US55079021100,"Census Tract 211, Milwaukee County, Wisconsin",8.5
1400000US55079021200,"Census Tract 212, Milwaukee County, Wisconsin",22.8
1400000US55079021300,"Census Tract 213, Milwaukee County, Wisconsin",19.1
1400000US55079021400,"Census Tract 214, Milwaukee County, Wisconsin",29.5
1400000US55079021500,"Census Tract 215, Milwaukee County, Wisconsin",7.5
1400000US55079021600,"Census Tract 216, Milwaukee County, Wisconsin",21.3
1400000US55079021700,"Census Tract 217, Milwaukee County, Wisconsin",18.7
1400000US55079021800,"Census Tract 218, Milwaukee County, Wisconsin",21.8
1400000US55079030100,"Census Tract 301, Milwaukee County, Wisconsin",1.3
1400000US55079035100,"Census Tract 351, Milwaukee County, Wisconsin",2.4
1400000US55079035200,"Census Tract 352, Milwaukee County, Wisconsin",4
1400000US55079040100,"Census Tract 401, Milwaukee County, Wisconsin",1.2
1400000US55079050101,"Census Tract 501.01, Milwaukee County, Wisconsin",4.3
1400000US55079050102,"Census Tract 501.02, Milwaukee County, Wisconsin",12.2
1400000US55079060101,"Census Tract 601.01, Milwaukee County, Wisconsin",4.5
1400000US55079060102,"Census Tract 601.02, Milwaukee County, Wisconsin",3.3
1400000US55079060200,"Census Tract 602, Milwaukee County, Wisconsin",10.1
1400000US55079070100,"Census Tract 701, Milwaukee County, Wisconsin",1.5
1400000US55079070200,"Census Tract 702, Milwaukee County, Wisconsin",1.8
1400000US55079070300,"Census Tract 703, Milwaukee County, Wisconsin",4.2
1400000US55079080100,"Census Tract 801, Milwaukee County, Wisconsin",5.5
1400000US55079080200,"Census Tract 802, Milwaukee County, Wisconsin",8
1400000US55079080300,"Census Tract 803, Milwaukee County, Wisconsin",1.6
1400000US55079080400,"Census Tract 804, Milwaukee County, Wisconsin",21.4
1400000US55079090100,"Census Tract 901, Milwaukee County, Wisconsin",5.3
1400000US55079090200,"Census Tract 902, Milwaukee County, Wisconsin",2.4
1400000US55079090300,"Census Tract 903, Milwaukee County, Wisconsin",12.4
1400000US55079090600,"Census Tract 906, Milwaukee County, Wisconsin",6.7
1400000US55079090700,"Census Tract 907, Milwaukee County, Wisconsin",4
1400000US55079090800,"Census Tract 908, Milwaukee County, Wisconsin",4.3
1400000US55079090900,"Census Tract 909, Milwaukee County, Wisconsin",4.5
1400000US55079091000,"Census Tract 910, Milwaukee County, Wisconsin",7.8
1400000US55079091100,"Census Tract 911, Milwaukee County, Wisconsin",0.8
1400000US55079091200,"Census Tract 912, Milwaukee County, Wisconsin",8.5
1400000US55079091300,"Census Tract 913, Milwaukee County, Wisconsin",3
1400000US55079091400,"Census Tract 914, Milwaukee County, Wisconsin",5.4
1400000US55079100100,"Census Tract 1001, Milwaukee County, Wisconsin",26.6
1400000US55079100200,"Census Tract 1002, Milwaukee County, Wisconsin",29.3
1400000US55079100300,"Census Tract 1003, Milwaukee County, Wisconsin",16.3
1400000US55079100400,"Census Tract 1004, Milwaukee County, Wisconsin",16.5
1400000US55079100500,"Census Tract 1005, Milwaukee County, Wisconsin",18.6
1400000US55079100600,"Census Tract 1006, Milwaukee County, Wisconsin",18
1400000US55079100700,"Census Tract 1007, Milwaukee County, Wisconsin",12.8
1400000US55079100800,"Census Tract 1008, Milwaukee County, Wisconsin",7.3
1400000US55079100900,"Census Tract 1009, Milwaukee County, Wisconsin",17.1
1400000US55079101000,"Census Tract 1010, Milwaukee County, Wisconsin",15.3
1400000US55079101100,"Census Tract 1011, Milwaukee County, Wisconsin",8.2
1400000US55079101200,"Census Tract 1012, Milwaukee County, Wisconsin",3.5
1400000US55079101300,"Census Tract 1013, Milwaukee County, Wisconsin",10.4
1400000US55079101400,"Census Tract 1014, Milwaukee County, Wisconsin",18.6
1400000US55079101500,"Census Tract 1015, Milwaukee County, Wisconsin",18.5
1400000US55079101600,"Census Tract 1016, Milwaukee County, Wisconsin",8.5
1400000US55079101700,"Census Tract 1017, Milwaukee County, Wisconsin",19.3
1400000US55079101800,"Census Tract 1018, Milwaukee County, Wisconsin",18.5
1400000US55079110100,"Census Tract 1101, Milwaukee County, Wisconsin",30.6
1400000US55079120101,"Census Tract 1201.01, Milwaukee County, Wisconsin",5.7
1400000US55079120102,"Census Tract 1201.02, Milwaukee County, Wisconsin",3.1
1400000US55079120201,"Census Tract 1202.01, Milwaukee County, Wisconsin",13.9
1400000US55079120202,"Census Tract 1202.02, Milwaukee County, Wisconsin",11.5
1400000US55079120203,"Census Tract 1202.03, Milwaukee County, Wisconsin",11
1400000US55079120300,"Census Tract 1203, Milwaukee County, Wisconsin",15.9
1400000US55079120400,"Census Tract 1204, Milwaukee County, Wisconsin",15.6
1400000US55079120501,"Census Tract 1205.01, Milwaukee County, Wisconsin",8.2
1400000US55079120502,"Census Tract 1205.02, Milwaukee County, Wisconsin",9
1400000US55079130100,"Census Tract 1301, Milwaukee County, Wisconsin",10.3
1400000US55079130200,"Census Tract 1302, Milwaukee County, Wisconsin",1.1
1400000US55079140100,"Census Tract 1401, Milwaukee County, Wisconsin",5.9
1400000US55079140201,"Census Tract 1402.01, Milwaukee County, Wisconsin",7.5
1400000US55079140202,"Census Tract 1402.02, Milwaukee County, Wisconsin",4.9
1400000US55079150100,"Census Tract 1501, Milwaukee County, Wisconsin",12.7
1400000US55079150301,"Census Tract 1503.01, Milwaukee County, Wisconsin",2.9
1400000US55079150303,"Census Tract 1503.03, Milwaukee County, Wisconsin",4.6
1400000US55079150304,"Census Tract 1503.04, Milwaukee County, Wisconsin",4.1
1400000US55079160100,"Census Tract 1601, Milwaukee County, Wisconsin",5.5
1400000US55079160202,"Census Tract 1602.02, Milwaukee County, Wisconsin",12.4
1400000US55079160203,"Census Tract 1602.03, Milwaukee County, Wisconsin",5.1
1400000US55079160204,"Census Tract 1602.04, Milwaukee County, Wisconsin",8
1400000US55079160300,"Census Tract 1603, Milwaukee County, Wisconsin",3.6
1400000US55079170100,"Census Tract 1701, Milwaukee County, Wisconsin",8.9
1400000US55079170200,"Census Tract 1702, Milwaukee County, Wisconsin",16.9
1400000US55079170300,"Census Tract 1703, Milwaukee County, Wisconsin",19.5
1400000US55079170400,"Census Tract 1704, Milwaukee County, Wisconsin",6.4
1400000US55079170500,"Census Tract 1705, Milwaukee County, Wisconsin",22.2
1400000US55079170600,"Census Tract 1706, Milwaukee County, Wisconsin",28.9
1400000US55079170700,"Census Tract 1707, Milwaukee County, Wisconsin",17.5
1400000US55079180100,"Census Tract 1801, Milwaukee County, Wisconsin",15.6
1400000US55079180200,"Census Tract 1802, Milwaukee County, Wisconsin",28.4
1400000US55079180300,"Census Tract 1803, Milwaukee County, Wisconsin",23.1
1400000US55079180400,"Census Tract 1804, Milwaukee County, Wisconsin",18
1400000US55079180500,"Census Tract 1805, Milwaukee County, Wisconsin",12.1
1400000US55079185100,"Census Tract 1851, Milwaukee County, Wisconsin",14.6
1400000US55079185200,"Census Tract 1852, Milwaukee County, Wisconsin",11.8
1400000US55079185300,"Census Tract 1853, Milwaukee County, Wisconsin",2.9
1400000US55079185400,"Census Tract 1854, Milwaukee County, Wisconsin",52.6
1400000US55079185500,"Census Tract 1855, Milwaukee County, Wisconsin",55
1400000US55079185600,"Census Tract 1856, Milwaukee County, Wisconsin",38.6
1400000US55079185700,"Census Tract 1857, Milwaukee County, Wisconsin",56.6
1400000US55079185800,"Census Tract 1858, Milwaukee County, Wisconsin",37.7
1400000US55079185900,"Census Tract 1859, Milwaukee County, Wisconsin",44.8
1400000US55079186000,"Census Tract 1860, Milwaukee County, Wisconsin",66.7
1400000US55079186100,"Census Tract 1861, Milwaukee County, Wisconsin",66.6
1400000US55079186200,"Census Tract 1862, Milwaukee County, Wisconsin",50
1400000US55079186300,"Census Tract 1863, Milwaukee County, Wisconsin",6.9
1400000US55079186400,"Census Tract 1864, Milwaukee County, Wisconsin",26.6
1400000US55079186500,"Census Tract 1865, Milwaukee County, Wisconsin",32.4
1400000US55079186600,"Census Tract 1866, Milwaukee County, Wisconsin",45.2
1400000US55079186800,"Census Tract 1868, Milwaukee County, Wisconsin",54.6
1400000US55079186900,"Census Tract 1869, Milwaukee County, Wisconsin",2.9
1400000US55079187000,"Census Tract 1870, Milwaukee County, Wisconsin",8.1
1400000US55079187200,"Census Tract 1872, Milwaukee County, Wisconsin",5.7
1400000US55079187300,"Census Tract 1873, Milwaukee County, Wisconsin",4
1400000US55079187400,"Census Tract 1874, Milwaukee County, Wisconsin",0.5
1400000US55079980000,"Census Tract 9800, Milwaukee County, Wisconsin",0
1400000US55079990000,"Census Tract 9900, Milwaukee County, Wisconsin",0
